middle_frontal_area_46_ID_153	ENCFF478VYV	ENCFF114YIV
middle_frontal_area_46_ID_154	ENCFF478VYV	ENCFF575QTB
middle_frontal_area_46_ID_155	ENCFF478VYV	ENCFF244QQL
middle_frontal_area_46_ID_156	ENCFF478VYV	ENCFF761IWV
middle_frontal_area_46_ID_157	ENCFF478VYV	ENCFF105QXX
middle_frontal_area_46_ID_158	ENCFF478VYV	ENCFF072THO
middle_frontal_area_46_ID_159	ENCFF478VYV	ENCFF410HNA
middle_frontal_area_46_ID_160	ENCFF478VYV	ENCFF796DQP
middle_frontal_area_46_ID_161	ENCFF478VYV	ENCFF631NPO
middle_frontal_area_46_ID_162	ENCFF478VYV	ENCFF918FSP
middle_frontal_area_46_ID_163	ENCFF478VYV	ENCFF452ZUU
middle_frontal_area_46_ID_164	ENCFF478VYV	ENCFF484FUP
middle_frontal_area_46_ID_165	ENCFF478VYV	ENCFF672JEP
middle_frontal_area_46_ID_166	ENCFF478VYV	ENCFF377JWQ
middle_frontal_area_46_ID_167	ENCFF478VYV	ENCFF071LLG
middle_frontal_area_46_ID_168	ENCFF478VYV	ENCFF022JBB
middle_frontal_area_46_ID_169	ENCFF478VYV	ENCFF176VAR
middle_frontal_area_46_ID_170	ENCFF756PFB	ENCFF932FVV
middle_frontal_area_46_ID_171	ENCFF756PFB	ENCFF777JWI
middle_frontal_area_46_ID_172	ENCFF756PFB	ENCFF638KAU
middle_frontal_area_46_ID_173	ENCFF756PFB	ENCFF177EVZ
middle_frontal_area_46_ID_174	ENCFF756PFB	ENCFF535BVG
middle_frontal_area_46_ID_175	ENCFF756PFB	ENCFF864WAT
middle_frontal_area_46_ID_176	ENCFF756PFB	ENCFF890ZEQ
middle_frontal_area_46_ID_177	ENCFF756PFB	ENCFF529VDE
middle_frontal_area_46_ID_178	ENCFF756PFB	ENCFF633MNX
middle_frontal_area_46_ID_179	ENCFF756PFB	ENCFF678PNK
middle_frontal_area_46_ID_180	ENCFF756PFB	ENCFF835QGL
middle_frontal_area_46_ID_181	ENCFF756PFB	ENCFF682PIO
middle_frontal_area_46_ID_182	ENCFF756PFB	ENCFF227AWL
middle_frontal_area_46_ID_183	ENCFF756PFB	ENCFF592TSV
middle_frontal_area_46_ID_184	ENCFF756PFB	ENCFF114YIV
middle_frontal_area_46_ID_185	ENCFF756PFB	ENCFF575QTB
middle_frontal_area_46_ID_186	ENCFF756PFB	ENCFF244QQL
middle_frontal_area_46_ID_187	ENCFF756PFB	ENCFF761IWV
middle_frontal_area_46_ID_188	ENCFF756PFB	ENCFF105QXX
middle_frontal_area_46_ID_189	ENCFF756PFB	ENCFF072THO
middle_frontal_area_46_ID_190	ENCFF756PFB	ENCFF410HNA
middle_frontal_area_46_ID_191	ENCFF756PFB	ENCFF796DQP
middle_frontal_area_46_ID_192	ENCFF756PFB	ENCFF631NPO
middle_frontal_area_46_ID_193	ENCFF756PFB	ENCFF918FSP
middle_frontal_area_46_ID_194	ENCFF756PFB	ENCFF452ZUU
middle_frontal_area_46_ID_195	ENCFF756PFB	ENCFF484FUP
middle_frontal_area_46_ID_196	ENCFF756PFB	ENCFF672JEP
middle_frontal_area_46_ID_197	ENCFF756PFB	ENCFF377JWQ
middle_frontal_area_46_ID_198	ENCFF756PFB	ENCFF071LLG
middle_frontal_area_46_ID_199	ENCFF756PFB	ENCFF022JBB
middle_frontal_area_46_ID_200	ENCFF756PFB	ENCFF176VAR
middle_frontal_area_46_ID_201	ENCFF468XHC	ENCFF932FVV
middle_frontal_area_46_ID_202	ENCFF468XHC	ENCFF777JWI
middle_frontal_area_46_ID_203	ENCFF468XHC	ENCFF638KAU
middle_frontal_area_46_ID_204	ENCFF468XHC	ENCFF177EVZ
middle_frontal_area_46_ID_205	ENCFF468XHC	ENCFF535BVG
middle_frontal_area_46_ID_206	ENCFF468XHC	ENCFF864WAT
middle_frontal_area_46_ID_207	ENCFF468XHC	ENCFF890ZEQ
middle_frontal_area_46_ID_208	ENCFF468XHC	ENCFF529VDE
middle_frontal_area_46_ID_209	ENCFF468XHC	ENCFF633MNX
middle_frontal_area_46_ID_210	ENCFF468XHC	ENCFF678PNK
middle_frontal_area_46_ID_211	ENCFF468XHC	ENCFF835QGL
middle_frontal_area_46_ID_212	ENCFF468XHC	ENCFF682PIO
middle_frontal_area_46_ID_213	ENCFF468XHC	ENCFF227AWL
middle_frontal_area_46_ID_214	ENCFF468XHC	ENCFF592TSV
middle_frontal_area_46_ID_215	ENCFF468XHC	ENCFF114YIV
middle_frontal_area_46_ID_216	ENCFF468XHC	ENCFF575QTB
middle_frontal_area_46_ID_217	ENCFF468XHC	ENCFF244QQL
middle_frontal_area_46_ID_218	ENCFF468XHC	ENCFF761IWV
middle_frontal_area_46_ID_219	ENCFF468XHC	ENCFF105QXX
middle_frontal_area_46_ID_220	ENCFF468XHC	ENCFF072THO
middle_frontal_area_46_ID_221	ENCFF468XHC	ENCFF410HNA
middle_frontal_area_46_ID_222	ENCFF468XHC	ENCFF796DQP
middle_frontal_area_46_ID_223	ENCFF468XHC	ENCFF631NPO
middle_frontal_area_46_ID_224	ENCFF468XHC	ENCFF918FSP
middle_frontal_area_46_ID_225	ENCFF468XHC	ENCFF452ZUU
middle_frontal_area_46_ID_226	ENCFF468XHC	ENCFF484FUP
middle_frontal_area_46_ID_227	ENCFF468XHC	ENCFF672JEP
middle_frontal_area_46_ID_228	ENCFF468XHC	ENCFF377JWQ
middle_frontal_area_46_ID_229	ENCFF468XHC	ENCFF071LLG
middle_frontal_area_46_ID_230	ENCFF468XHC	ENCFF022JBB
middle_frontal_area_46_ID_231	ENCFF468XHC	ENCFF176VAR
middle_frontal_area_46_ID_232	ENCFF319ECG	ENCFF932FVV
middle_frontal_area_46_ID_233	ENCFF319ECG	ENCFF777JWI
middle_frontal_area_46_ID_234	ENCFF319ECG	ENCFF638KAU
middle_frontal_area_46_ID_235	ENCFF319ECG	ENCFF177EVZ
middle_frontal_area_46_ID_236	ENCFF319ECG	ENCFF535BVG
middle_frontal_area_46_ID_237	ENCFF319ECG	ENCFF864WAT
middle_frontal_area_46_ID_238	ENCFF319ECG	ENCFF890ZEQ
middle_frontal_area_46_ID_239	ENCFF319ECG	ENCFF529VDE
middle_frontal_area_46_ID_240	ENCFF319ECG	ENCFF633MNX
middle_frontal_area_46_ID_241	ENCFF319ECG	ENCFF678PNK
middle_frontal_area_46_ID_242	ENCFF319ECG	ENCFF835QGL
middle_frontal_area_46_ID_243	ENCFF319ECG	ENCFF682PIO
middle_frontal_area_46_ID_244	ENCFF319ECG	ENCFF227AWL
middle_frontal_area_46_ID_245	ENCFF319ECG	ENCFF592TSV
middle_frontal_area_46_ID_246	ENCFF319ECG	ENCFF114YIV
middle_frontal_area_46_ID_247	ENCFF319ECG	ENCFF575QTB
middle_frontal_area_46_ID_248	ENCFF319ECG	ENCFF244QQL
middle_frontal_area_46_ID_249	ENCFF319ECG	ENCFF761IWV
middle_frontal_area_46_ID_250	ENCFF319ECG	ENCFF105QXX
middle_frontal_area_46_ID_251	ENCFF319ECG	ENCFF072THO
middle_frontal_area_46_ID_252	ENCFF319ECG	ENCFF410HNA
middle_frontal_area_46_ID_253	ENCFF319ECG	ENCFF796DQP
middle_frontal_area_46_ID_254	ENCFF319ECG	ENCFF631NPO
middle_frontal_area_46_ID_255	ENCFF319ECG	ENCFF918FSP
middle_frontal_area_46_ID_256	ENCFF319ECG	ENCFF452ZUU
middle_frontal_area_46_ID_257	ENCFF319ECG	ENCFF484FUP
middle_frontal_area_46_ID_258	ENCFF319ECG	ENCFF672JEP
middle_frontal_area_46_ID_259	ENCFF319ECG	ENCFF377JWQ
middle_frontal_area_46_ID_260	ENCFF319ECG	ENCFF071LLG
middle_frontal_area_46_ID_261	ENCFF319ECG	ENCFF022JBB
middle_frontal_area_46_ID_262	ENCFF319ECG	ENCFF176VAR
middle_frontal_area_46_ID_263	ENCFF003TLE	ENCFF932FVV
middle_frontal_area_46_ID_264	ENCFF003TLE	ENCFF777JWI
middle_frontal_area_46_ID_265	ENCFF003TLE	ENCFF638KAU
middle_frontal_area_46_ID_266	ENCFF003TLE	ENCFF177EVZ
middle_frontal_area_46_ID_267	ENCFF003TLE	ENCFF535BVG
middle_frontal_area_46_ID_268	ENCFF003TLE	ENCFF864WAT
middle_frontal_area_46_ID_269	ENCFF003TLE	ENCFF890ZEQ
middle_frontal_area_46_ID_270	ENCFF003TLE	ENCFF529VDE
middle_frontal_area_46_ID_271	ENCFF003TLE	ENCFF633MNX
middle_frontal_area_46_ID_272	ENCFF003TLE	ENCFF678PNK
middle_frontal_area_46_ID_273	ENCFF003TLE	ENCFF835QGL
middle_frontal_area_46_ID_274	ENCFF003TLE	ENCFF682PIO
middle_frontal_area_46_ID_275	ENCFF003TLE	ENCFF227AWL
middle_frontal_area_46_ID_276	ENCFF003TLE	ENCFF592TSV
middle_frontal_area_46_ID_277	ENCFF003TLE	ENCFF114YIV
middle_frontal_area_46_ID_278	ENCFF003TLE	ENCFF575QTB
middle_frontal_area_46_ID_279	ENCFF003TLE	ENCFF244QQL
middle_frontal_area_46_ID_280	ENCFF003TLE	ENCFF761IWV
middle_frontal_area_46_ID_281	ENCFF003TLE	ENCFF105QXX
middle_frontal_area_46_ID_282	ENCFF003TLE	ENCFF072THO
middle_frontal_area_46_ID_283	ENCFF003TLE	ENCFF410HNA
middle_frontal_area_46_ID_284	ENCFF003TLE	ENCFF796DQP
middle_frontal_area_46_ID_285	ENCFF003TLE	ENCFF631NPO
middle_frontal_area_46_ID_286	ENCFF003TLE	ENCFF918FSP
middle_frontal_area_46_ID_287	ENCFF003TLE	ENCFF452ZUU
middle_frontal_area_46_ID_288	ENCFF003TLE	ENCFF484FUP
middle_frontal_area_46_ID_289	ENCFF003TLE	ENCFF672JEP
middle_frontal_area_46_ID_290	ENCFF003TLE	ENCFF377JWQ
middle_frontal_area_46_ID_291	ENCFF003TLE	ENCFF071LLG
middle_frontal_area_46_ID_292	ENCFF003TLE	ENCFF022JBB
middle_frontal_area_46_ID_293	ENCFF003TLE	ENCFF176VAR
middle_frontal_area_46_ID_294	ENCFF662GBW	ENCFF932FVV
middle_frontal_area_46_ID_295	ENCFF662GBW	ENCFF777JWI
middle_frontal_area_46_ID_296	ENCFF662GBW	ENCFF638KAU
middle_frontal_area_46_ID_297	ENCFF662GBW	ENCFF177EVZ
middle_frontal_area_46_ID_298	ENCFF662GBW	ENCFF535BVG
middle_frontal_area_46_ID_299	ENCFF662GBW	ENCFF864WAT
middle_frontal_area_46_ID_300	ENCFF662GBW	ENCFF890ZEQ
middle_frontal_area_46_ID_301	ENCFF662GBW	ENCFF529VDE
middle_frontal_area_46_ID_302	ENCFF662GBW	ENCFF633MNX
middle_frontal_area_46_ID_303	ENCFF662GBW	ENCFF678PNK
middle_frontal_area_46_ID_304	ENCFF662GBW	ENCFF835QGL
middle_frontal_area_46_ID_305	ENCFF662GBW	ENCFF682PIO
middle_frontal_area_46_ID_306	ENCFF662GBW	ENCFF227AWL
middle_frontal_area_46_ID_307	ENCFF662GBW	ENCFF592TSV
middle_frontal_area_46_ID_308	ENCFF662GBW	ENCFF114YIV
middle_frontal_area_46_ID_309	ENCFF662GBW	ENCFF575QTB
middle_frontal_area_46_ID_310	ENCFF662GBW	ENCFF244QQL
middle_frontal_area_46_ID_311	ENCFF662GBW	ENCFF761IWV
middle_frontal_area_46_ID_312	ENCFF662GBW	ENCFF105QXX
middle_frontal_area_46_ID_313	ENCFF662GBW	ENCFF072THO
middle_frontal_area_46_ID_314	ENCFF662GBW	ENCFF410HNA
middle_frontal_area_46_ID_315	ENCFF662GBW	ENCFF796DQP
middle_frontal_area_46_ID_316	ENCFF662GBW	ENCFF631NPO
middle_frontal_area_46_ID_317	ENCFF662GBW	ENCFF918FSP
middle_frontal_area_46_ID_318	ENCFF662GBW	ENCFF452ZUU
middle_frontal_area_46_ID_319	ENCFF662GBW	ENCFF484FUP
middle_frontal_area_46_ID_320	ENCFF662GBW	ENCFF672JEP
middle_frontal_area_46_ID_321	ENCFF662GBW	ENCFF377JWQ
middle_frontal_area_46_ID_322	ENCFF662GBW	ENCFF071LLG
middle_frontal_area_46_ID_323	ENCFF662GBW	ENCFF022JBB
middle_frontal_area_46_ID_324	ENCFF662GBW	ENCFF176VAR
middle_frontal_area_46_ID_325	ENCFF994UXO	ENCFF932FVV
middle_frontal_area_46_ID_326	ENCFF994UXO	ENCFF777JWI
middle_frontal_area_46_ID_327	ENCFF994UXO	ENCFF638KAU
middle_frontal_area_46_ID_328	ENCFF994UXO	ENCFF177EVZ
middle_frontal_area_46_ID_329	ENCFF994UXO	ENCFF535BVG
middle_frontal_area_46_ID_330	ENCFF994UXO	ENCFF864WAT
middle_frontal_area_46_ID_331	ENCFF994UXO	ENCFF890ZEQ
middle_frontal_area_46_ID_332	ENCFF994UXO	ENCFF529VDE
middle_frontal_area_46_ID_333	ENCFF994UXO	ENCFF633MNX
middle_frontal_area_46_ID_334	ENCFF994UXO	ENCFF678PNK
middle_frontal_area_46_ID_335	ENCFF994UXO	ENCFF835QGL
middle_frontal_area_46_ID_336	ENCFF994UXO	ENCFF682PIO
middle_frontal_area_46_ID_337	ENCFF994UXO	ENCFF227AWL
middle_frontal_area_46_ID_338	ENCFF994UXO	ENCFF592TSV
middle_frontal_area_46_ID_339	ENCFF994UXO	ENCFF114YIV
middle_frontal_area_46_ID_340	ENCFF994UXO	ENCFF575QTB
middle_frontal_area_46_ID_341	ENCFF994UXO	ENCFF244QQL
middle_frontal_area_46_ID_342	ENCFF994UXO	ENCFF761IWV
middle_frontal_area_46_ID_343	ENCFF994UXO	ENCFF105QXX
middle_frontal_area_46_ID_344	ENCFF994UXO	ENCFF072THO
middle_frontal_area_46_ID_345	ENCFF994UXO	ENCFF410HNA
middle_frontal_area_46_ID_346	ENCFF994UXO	ENCFF796DQP
middle_frontal_area_46_ID_347	ENCFF994UXO	ENCFF631NPO
middle_frontal_area_46_ID_348	ENCFF994UXO	ENCFF918FSP
middle_frontal_area_46_ID_349	ENCFF994UXO	ENCFF452ZUU
middle_frontal_area_46_ID_350	ENCFF994UXO	ENCFF484FUP
middle_frontal_area_46_ID_351	ENCFF994UXO	ENCFF672JEP
middle_frontal_area_46_ID_352	ENCFF994UXO	ENCFF377JWQ
middle_frontal_area_46_ID_353	ENCFF994UXO	ENCFF071LLG
middle_frontal_area_46_ID_354	ENCFF994UXO	ENCFF022JBB
middle_frontal_area_46_ID_355	ENCFF994UXO	ENCFF176VAR
middle_frontal_area_46_ID_356	ENCFF765QFD	ENCFF932FVV
middle_frontal_area_46_ID_357	ENCFF765QFD	ENCFF777JWI
middle_frontal_area_46_ID_358	ENCFF765QFD	ENCFF638KAU
middle_frontal_area_46_ID_359	ENCFF765QFD	ENCFF177EVZ
middle_frontal_area_46_ID_360	ENCFF765QFD	ENCFF535BVG
middle_frontal_area_46_ID_361	ENCFF765QFD	ENCFF864WAT
middle_frontal_area_46_ID_362	ENCFF765QFD	ENCFF890ZEQ
middle_frontal_area_46_ID_363	ENCFF765QFD	ENCFF529VDE
middle_frontal_area_46_ID_364	ENCFF765QFD	ENCFF633MNX
middle_frontal_area_46_ID_365	ENCFF765QFD	ENCFF678PNK
middle_frontal_area_46_ID_366	ENCFF765QFD	ENCFF835QGL
middle_frontal_area_46_ID_367	ENCFF765QFD	ENCFF682PIO
middle_frontal_area_46_ID_368	ENCFF765QFD	ENCFF227AWL
middle_frontal_area_46_ID_369	ENCFF765QFD	ENCFF592TSV
middle_frontal_area_46_ID_370	ENCFF765QFD	ENCFF114YIV
middle_frontal_area_46_ID_371	ENCFF765QFD	ENCFF575QTB
middle_frontal_area_46_ID_372	ENCFF765QFD	ENCFF244QQL
middle_frontal_area_46_ID_373	ENCFF765QFD	ENCFF761IWV
middle_frontal_area_46_ID_374	ENCFF765QFD	ENCFF105QXX
middle_frontal_area_46_ID_375	ENCFF765QFD	ENCFF072THO
middle_frontal_area_46_ID_376	ENCFF765QFD	ENCFF410HNA
middle_frontal_area_46_ID_377	ENCFF765QFD	ENCFF796DQP
middle_frontal_area_46_ID_378	ENCFF765QFD	ENCFF631NPO
middle_frontal_area_46_ID_379	ENCFF765QFD	ENCFF918FSP
middle_frontal_area_46_ID_380	ENCFF765QFD	ENCFF452ZUU
middle_frontal_area_46_ID_381	ENCFF765QFD	ENCFF484FUP
middle_frontal_area_46_ID_382	ENCFF765QFD	ENCFF672JEP
middle_frontal_area_46_ID_383	ENCFF765QFD	ENCFF377JWQ
middle_frontal_area_46_ID_384	ENCFF765QFD	ENCFF071LLG
middle_frontal_area_46_ID_385	ENCFF765QFD	ENCFF022JBB
middle_frontal_area_46_ID_386	ENCFF765QFD	ENCFF176VAR
